"","species_code","t","mass_rem"
"294","K",0,3870
"295","K",0,3870
"296","K",0,3870
"297","K",0.0383561643835616,3180
"298","K",0.0383561643835616,3170
"299","K",0.0383561643835616,3320
"300","K",0.0767123287671233,3250
"301","K",0.0767123287671233,3370
"302","K",0.0767123287671233,3110
"303","K",0.115068493150685,3190
"304","K",0.115068493150685,3310
"305","K",0.115068493150685,3460
"306","K",0.23013698630137,2880
"307","K",0.23013698630137,3120
"308","K",0.23013698630137,2990
"309","K",0.46027397260274,1850
"310","K",0.46027397260274,2170
"311","K",0.46027397260274,2380
"312","K",0.69041095890411,990
"313","K",0.69041095890411,1200
"314","K",0.69041095890411,1560
"315","KK",0,3870
"316","KK",0,3870
"317","KK",0,3870
"318","KK",0.0383561643835616,3660
"319","KK",0.0383561643835616,3560
"320","KK",0.0383561643835616,3580
"321","KK",0.0767123287671233,3610
"322","KK",0.0767123287671233,3820
"323","KK",0.0767123287671233,3580
"324","KK",0.115068493150685,3530
"325","KK",0.115068493150685,3680
"326","KK",0.115068493150685,3670
"327","KK",0.23013698630137,3420
"328","KK",0.23013698630137,3710
"329","KK",0.23013698630137,3610
"330","KK",0.46027397260274,3080
"331","KK",0.46027397260274,2910
"332","KK",0.46027397260274,2700
"333","KK",0.69041095890411,2070
"334","KK",0.69041095890411,1720
"335","KK",0.69041095890411,1840
"336","L",0,3870
"337","L",0,3870
"338","L",0,3870
"339","L",0.0383561643835616,2900
"340","L",0.0383561643835616,2540
"341","L",0.0383561643835616,2930
"342","L",0.0767123287671233,2200
"343","L",0.0767123287671233,2440
"344","L",0.0767123287671233,2360
"345","L",0.115068493150685,2110
"346","L",0.115068493150685,2120
"347","L",0.115068493150685,2430
"348","L",0.23013698630137,2000
"349","L",0.23013698630137,2110
"350","L",0.23013698630137,1830
"351","L",0.46027397260274,1880
"352","L",0.46027397260274,2070
"353","L",0.46027397260274,1550
"354","L",0.69041095890411,1470
"355","L",0.69041095890411,1310
"356","L",0.69041095890411,1330
"357","LL",0,3870
"358","LL",0,3870
"359","LL",0,3870
"360","LL",0.0383561643835616,3730
"361","LL",0.0383561643835616,3860
"362","LL",0.0383561643835616,3830
"363","LL",0.0767123287671233,3750
"364","LL",0.0767123287671233,3760
"365","LL",0.0767123287671233,3950
"366","LL",0.115068493150685,3750
"367","LL",0.115068493150685,3730
"368","LL",0.115068493150685,3990
"369","LL",0.23013698630137,3450
"370","LL",0.23013698630137,3940
"371","LL",0.23013698630137,3870
"372","LL",0.46027397260274,3400
"373","LL",0.46027397260274,2750
"374","LL",0.46027397260274,3570
"375","LL",0.69041095890411,2920
"376","LL",0.69041095890411,2630
"377","LL",0.69041095890411,3040
"378","M",0,3870
"379","M",0,3870
"380","M",0,3870
"381","M",0.0383561643835616,3150
"382","M",0.0383561643835616,3300
"383","M",0.0383561643835616,2950
"384","M",0.0767123287671233,3150
"385","M",0.0767123287671233,3090
"386","M",0.0767123287671233,2800
"387","M",0.115068493150685,2750
"388","M",0.115068493150685,3200
"389","M",0.115068493150685,2840
"390","M",0.23013698630137,2530
"391","M",0.23013698630137,3450
"392","M",0.23013698630137,2370
"393","M",0.46027397260274,2200
"394","M",0.46027397260274,1990
"395","M",0.46027397260274,2330
"396","M",0.69041095890411,1610
"397","M",0.69041095890411,1960
"398","M",0.69041095890411,1480
"399","MM",0,3870
"400","MM",0,3870
"401","MM",0,3870
"402","MM",0.0383561643835616,3640
"403","MM",0.0383561643835616,3480
"404","MM",0.0383561643835616,3660
"405","MM",0.0767123287671233,3700
"406","MM",0.0767123287671233,3670
"407","MM",0.0767123287671233,3790
"408","MM",0.115068493150685,3940
"409","MM",0.115068493150685,3680
"410","MM",0.115068493150685,3650
"411","MM",0.23013698630137,3240
"412","MM",0.23013698630137,3420
"413","MM",0.23013698630137,3340
"414","MM",0.46027397260274,2870
"415","MM",0.46027397260274,2920
"416","MM",0.46027397260274,2890
"417","MM",0.69041095890411,2040
"418","MM",0.69041095890411,1930
"419","MM",0.69041095890411,2200
"420","N",0,3870
"421","N",0,3870
"422","N",0,3870
"423","N",0.0383561643835616,3280
"424","N",0.0383561643835616,3390
"425","N",0.0383561643835616,3720
"426","N",0.0767123287671233,2980
"427","N",0.0767123287671233,3170
"428","N",0.0767123287671233,3260
"429","N",0.115068493150685,2840
"430","N",0.115068493150685,3100
"431","N",0.115068493150685,3020
"432","N",0.23013698630137,2740
"433","N",0.23013698630137,2980
"434","N",0.23013698630137,3000
"435","N",0.46027397260274,1850
"436","N",0.46027397260274,2410
"437","N",0.46027397260274,2400
"438","N",0.69041095890411,1620
"439","N",0.69041095890411,1050
"440","N",0.69041095890411,560
"441","NN",0,3870
"442","NN",0,3870
"443","NN",0,3870
"444","NN",0.0383561643835616,3550
"445","NN",0.0383561643835616,3300
"446","NN",0.0383561643835616,3580
"447","NN",0.0767123287671233,3370
"448","NN",0.0767123287671233,3380
"449","NN",0.0767123287671233,3650
"450","NN",0.115068493150685,3440
"451","NN",0.115068493150685,3390
"452","NN",0.115068493150685,3370
"453","NN",0.23013698630137,3110
"454","NN",0.23013698630137,3590
"455","NN",0.23013698630137,3470
"456","NN",0.46027397260274,3010
"457","NN",0.46027397260274,2860
"458","NN",0.46027397260274,2970
"459","NN",0.69041095890411,2640
"460","NN",0.69041095890411,2500
"461","NN",0.69041095890411,2320
"462","Q",0,3870
"463","Q",0,3870
"464","Q",0,3870
"465","Q",0.0383561643835616,3100
"466","Q",0.0383561643835616,3130
"467","Q",0.0383561643835616,2970
"468","Q",0.0767123287671233,3180
"469","Q",0.0767123287671233,3040
"470","Q",0.0767123287671233,3010
"471","Q",0.115068493150685,3160
"472","Q",0.115068493150685,3190
"473","Q",0.115068493150685,2980
"474","Q",0.23013698630137,3110
"475","Q",0.23013698630137,3060
"476","Q",0.23013698630137,3000
"477","Q",0.46027397260274,2390
"478","Q",0.46027397260274,3040
"479","Q",0.46027397260274,2560
"480","Q",0.69041095890411,1620
"481","Q",0.69041095890411,2140
"482","Q",0.69041095890411,1500
"483","R",0,3870
"484","R",0,3870
"485","R",0,3870
"486","R",0.0383561643835616,2940
"487","R",0.0383561643835616,3230
"488","R",0.0383561643835616,3010
"489","R",0.0767123287671233,2880
"490","R",0.0767123287671233,2920
"491","R",0.0767123287671233,3060
"492","R",0.115068493150685,2810
"493","R",0.115068493150685,2830
"494","R",0.115068493150685,2800
"495","R",0.23013698630137,2830
"496","R",0.23013698630137,2870
"497","R",0.23013698630137,2810
"498","R",0.46027397260274,2350
"499","R",0.46027397260274,3010
"500","R",0.46027397260274,1990
"501","R",0.69041095890411,1140
"502","R",0.69041095890411,1780
"503","R",0.69041095890411,860
"504","S",0,3870
"505","S",0,3870
"506","S",0,3870
"507","S",0.0383561643835616,3100
"508","S",0.0383561643835616,2940
"509","S",0.0383561643835616,3120
"510","S",0.0767123287671233,3120
"511","S",0.0767123287671233,2530
"512","S",0.0767123287671233,3240
"513","S",0.115068493150685,3000
"514","S",0.115068493150685,2850
"515","S",0.115068493150685,2980
"516","S",0.23013698630137,2750
"517","S",0.23013698630137,2920
"518","S",0.23013698630137,2530
"519","S",0.46027397260274,1880
"520","S",0.46027397260274,2140
"521","S",0.46027397260274,1860
"522","S",0.69041095890411,1350
"523","S",0.69041095890411,870
"524","S",0.69041095890411,720
"525","T",0,3870
"526","T",0,3870
"527","T",0,3870
"528","T",0.0383561643835616,2510
"529","T",0.0383561643835616,2720
"530","T",0.0383561643835616,2420
"531","T",0.0767123287671233,2480
"532","T",0.0767123287671233,2080
"533","T",0.0767123287671233,1950
"534","T",0.115068493150685,1930
"535","T",0.115068493150685,1700
"536","T",0.115068493150685,1940
"537","T",0.23013698630137,1610
"538","T",0.23013698630137,1490
"539","T",0.23013698630137,1530
"540","T",0.46027397260274,1520
"541","T",0.46027397260274,1130
"542","T",0.46027397260274,1220
"543","T",0.69041095890411,560
"544","T",0.69041095890411,110
"545","T",0.69041095890411,180
"546","V",0,3870
"547","V",0,3870
"548","V",0,3870
"549","V",0.0383561643835616,3390
"550","V",0.0383561643835616,3600
"551","V",0.0383561643835616,3770
"552","V",0.0767123287671233,3460
"553","V",0.0767123287671233,3620
"554","V",0.0767123287671233,3460
"555","V",0.115068493150685,3450
"556","V",0.115068493150685,3410
"557","V",0.115068493150685,3740
"558","V",0.23013698630137,3430
"559","V",0.23013698630137,3460
"560","V",0.23013698630137,3600
"561","V",0.46027397260274,2940
"562","V",0.46027397260274,3320
"563","V",0.46027397260274,2370
"564","V",0.69041095890411,2080
"565","V",0.69041095890411,2150
"566","V",0.69041095890411,2080
"567","X",0,3870
"568","X",0,3870
"569","X",0,3870
"570","X",0.0383561643835616,2830
"571","X",0.0383561643835616,2760
"572","X",0.0383561643835616,2640
"573","X",0.0767123287671233,2440
"574","X",0.0767123287671233,2300
"575","X",0.0767123287671233,2430
"576","X",0.115068493150685,2370
"577","X",0.115068493150685,2330
"578","X",0.115068493150685,2180
"579","X",0.23013698630137,2070
"580","X",0.23013698630137,2110
"581","X",0.23013698630137,1720
"582","X",0.46027397260274,1470
"583","X",0.46027397260274,1770
"584","X",0.46027397260274,1630
"585","X",0.69041095890411,930
"586","X",0.69041095890411,1450
"587","X",0.69041095890411,360
"588","Z",0,3870
"589","Z",0,3870
"590","Z",0,3870
"591","Z",0.0383561643835616,3400
"592","Z",0.0383561643835616,3550
"593","Z",0.0383561643835616,3660
"594","Z",0.0767123287671233,3770
"595","Z",0.0767123287671233,3900
"596","Z",0.0767123287671233,3890
"597","Z",0.115068493150685,3580
"598","Z",0.115068493150685,3500
"599","Z",0.115068493150685,3890
"600","Z",0.23013698630137,3640
"601","Z",0.23013698630137,3680
"602","Z",0.23013698630137,3550
"603","Z",0.46027397260274,2910
"604","Z",0.46027397260274,3660
"605","Z",0.46027397260274,3090
"606","Z",0.69041095890411,2080
"607","Z",0.69041095890411,2860
"608","Z",0.69041095890411,2360
